R_restoration,layer
3.357104218199475,proteome
2.326028434730613,proteome
3.954273526608992,proteome
3.0407806150584227,proteome
-3.1709537776357277,proteome
2.235797821632903,proteome
-3.6630423249308377,proteome
3.526019579860767,proteome
-3.0095777559183183,proteome
3.387016065068732,proteome
3.392860711585783,proteome
2.600364711252544,proteome
-3.575339206287365,proteome
-2.311584059220194,proteome
2.582398239554028,proteome
2.3496272650542136,proteome
2.294633785190983,proteome
2.1903626910348857,proteome
2.934973353395334,proteome
-3.238253542037964,proteome
2.1825051078890363,proteome
-2.825240363992884,proteome
3.068966597756857,proteome
2.5808416624805024,proteome
2.4978649358373257,proteome
-2.674926949780033,proteome
3.307286436527749,proteome
3.099645072768527,proteome
2.269342376631141,proteome
2.830159492678727,proteome
2.4097831835017627,proteome
2.849118483313126,proteome
2.711090594789896,proteome
2.773811461856267,proteome
2.636773155906861,proteome
3.118443148546984,proteome
-2.699933269561127,proteome
3.4485951447515286,proteome
3.6997331355613055,proteome
-2.9986260305636434,proteome
1.8915072601906255,proteome
4.120103200552132,proteome
-3.043471780421591,proteome
3.083842180722228,proteome
2.853788369768444,proteome
2.6807281219785897,proteome
3.7433010511203912,proteome
2.13335079824088,proteome
-1.1556293091107084,proteome
1.57360740513765,proteome
1.461513166600982,proteome
2.0748391817234664,proteome
1.1623683770056468,proteome
2.430456349002293,proteome
2.708277944746693,proteome
2.31988670971923,proteome
2.092650125698576,proteome
-3.540741962266615,proteome
2.988076025052172,proteome
-1.417993492013499,proteome
2.8342455658522088,proteome
1.8339435537677324,proteome
3.25697323573731,proteome
2.384000450039744,proteome
-2.586859840827167,proteome
-3.1714615582479966,proteome
1.7851304951718208,proteome
-3.185034642455689,proteome
-1.5935061297463535,proteome
3.702643597055759,proteome
1.9077012503701385,proteome
-1.638424072993099,proteome
1.950995469539569,proteome
-2.6095558269281494,proteome
1.6631643371319222,proteome
2.5702019927432684,proteome
-2.877680947140335,proteome
2.513109684585374,proteome
2.265027333696104,proteome
2.3261782886755773,proteome
-1.518939924721178,proteome
-2.080356770578607,proteome
2.3397352204654567,proteome
2.1272216795427727,proteome
2.400978629934984,proteome
3.248400839295672,proteome
-2.4434375508114567,proteome
-2.546905666164273,proteome
-1.5532259680423115,proteome
-1.824159047234538,proteome
2.524478953145408,proteome
3.1650330455672546,proteome
-2.230030634291205,proteome
2.376312727188092,proteome
2.035988135257557,proteome
2.358493558616729,proteome
2.5160735369169878,proteome
-2.4829898103701686,proteome
3.055869989681095,proteome
3.469783283842985,proteome
1.4876140701716218,proteome
-3.2709272807088703,proteome
2.419024216089987,proteome
3.0511470994034107,proteome
2.706475263165756,proteome
-2.3689520501926173,proteome
3.3460713642457662,proteome
-2.636625068231914,proteome
1.644729829120944,proteome
1.4835459288871342,proteome
3.266098628956229,proteome
3.4126230245424374,proteome
2.46961347810762,proteome
1.4285746188318218,proteome
3.242063008343563,proteome
-2.8959488246707874,proteome
-2.405244611989004,proteome
2.580484000339812,proteome
2.320789152444316,proteome
-2.207999642525868,proteome
1.196670611326376,proteome
-3.3152000785159346,proteome
2.607979258993723,proteome
1.821238524280642,proteome
2.1018326984082583,proteome
